,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13
21,56,8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,29017.985123489107,2.0,0.021702667215954072,0.00821335841751644,0.0
22,57,4.999413810796919,190.28705014936028,24323.865903045946,7.230164126862036,324.8930378422557,405.3304820275903,8.236557503105303,99.42738491828506,4.460683931737437,24514.152953195306,0.0,0.022253982271644285,0.007762334290523953,0.0
23,60,3.9060783549561697,233.4028350124758,32144.79993361832,6.9948396173050975,348.3594482139767,269.4490512269393,9.6541256002684,63.74306384016444,3.902879711657464,32378.202768630796,0.0,0.020079373338009326,0.007208640844220011,0.0
24,62,7.080794504276835,229.48569367886049,35729.692708630326,8.810843045016396,384.9437789484208,296.3975472430137,16.92709217980689,66.39629294676803,3.8556022119167,35959.17840230919,1.0330459770114941,0.02288864841561835,0.006381839180182859,0.0
25,63,8.692092012708041,195.1437387840549,24656.23967944457,8.23190033837729,333.7757766108135,398.3454180035162,12.380770792752344,48.440724865546855,4.477960248233931,24851.383418228626,2.0,0.02166868670033744,0.007852429598039666,0.0
26,64,8.085759800882219,127.73967382937272,32653.910360267582,6.534237410114922,333.7757766108135,416.2396300704016,11.119659254793705,78.27505003771154,4.068688909481666,32781.65003409696,2.0,0.02166868670033744,0.0038966822492931524,0.0
27,66,5.058108868565138,238.56938041349943,34873.9345228707,8.983276144386597,374.4335045168568,669.725086180179,13.353181433963528,76.52179974552398,5.106655774420084,35112.5039032842,0.0,0.023991645502080654,0.0067944280192231135,0.0
28,67,7.080794504276835,103.46475866009456,27420.16742458204,8.417305032089528,333.7757766108135,485.97450045781375,11.351132730708514,67.8699636759021,4.620793451653219,27523.632183242134,1.0330459770114941,0.02166868670033744,0.003759124447444775,0.0
29,69,7.261550522070718,179.88978823788457,24964.777703096523,5.837086492837437,349.26927130145657,501.18278074341,17.287713278296337,50.99300645308109,3.636364182680497,25144.667491334407,1.0,0.016712281340881537,0.00715419236417972,0.0
30,71,5.704764776213017,116.29932988379586,33223.58152874991,7.050503159576975,297.0781534785211,504.3786809676549,9.001820487566135,48.1470312534892,4.157533407489738,33339.88085863371,0.0,0.0237328219517108,0.003488294704532394,0.0
31,75,6.897322141100197,211.36016672106155,25650.777643120266,6.766009906754591,333.7757766108135,383.0143101678532,13.93478804138067,90.52332986300934,5.022783630004574,25862.137809841326,1.0,0.02166868670033744,0.008172571354828483,0.0
32,77,3.72250048593372,163.63974692058176,37962.16799126102,6.6845702741913415,326.69401786030267,467.5629728711818,14.567268860188278,50.57797909828098,3.662837731991359,38125.807738181604,0.0,0.020461256417732023,0.0042920991471554195,0.0
33,78,6.455004797496717,176.68397277687006,24468.048390354597,5.756930038692856,314.7995982838096,477.5813461557029,16.245504341610683,57.72972382844005,2.2934314064128625,24644.73236313147,0.0,0.01828760229429085,0.007169238849982278,0.0
34,79,7.316804753880919,217.5228619622912,31903.399811532247,9.86504750268218,376.93797230566565,425.9134001802693,8.992754272254672,69.50921982211526,3.508372649783596,32120.922673494537,1.0,0.026171540056375744,0.006771999176538791,0.0
35,80,1.844538366498842,233.7643427207269,28689.59577768293,7.724432299963912,333.7757766108135,410.3872638377081,15.611859296305228,54.29944409418921,5.013463351103733,28923.360120403657,0.0,0.02166868670033744,0.008082198668024,0.0
36,83,5.976769618087598,258.9527320159533,27267.981860954154,7.648599331443458,383.6571521070967,514.118920118766,12.256790251190353,82.46979842996726,2.9946710955082176,27526.93459297011,0.0,0.019936026449855187,0.00940724914527943,0.0
37,84,6.395359131671062,133.8342291043793,23827.275015402887,5.1277468613272,266.9084282807846,573.4002951499592,9.833874584580258,95.02660927984373,4.191217514711704,23961.109244507268,0.0,0.01921163262711413,0.005585477186503962,0.0
38,86,6.762832521891738,232.0751765558761,27159.38434523353,7.884990657868601,350.4452926972019,465.4137746213498,13.863964882331118,64.81225738319597,4.916579160751283,27391.459521789406,1.0,0.022499918238828652,0.008472537810062263,0.0
39,89,8.721726710620581,206.369682384784,28608.052076372544,6.325442403664851,377.40453818519927,506.9383527298253,13.553751007248536,42.381483937537176,2.5550269039968736,28814.421758757326,2.0,0.016760376720634646,0.007162027544434187,0.0
40,91,7.080794504276835,199.1078855640336,29721.91163035013,6.869690215355936,357.30322096748097,420.70959122207296,9.226618665284832,55.29428326667228,3.355164642176155,29921.019515914162,1.0330459770114941,0.01922649900689301,0.0066544485688928194,0.0
41,93,9.026787719511631,253.2170741709845,27965.07214592841,6.588374366182638,373.5532353383944,588.3196505363993,16.145732052775088,59.12445084811043,2.0190420182011657,28218.289220099396,2.0,0.017637042238019807,0.00897350906379141,0.0
42,95,6.140877556947864,197.87608974936683,26687.87448333394,7.587196417947506,329.23185293501894,548.0727613161172,15.836330205236152,41.26364788367695,5.359460295012964,26885.750573083307,0.0,0.02304514620884372,0.007359887131954269,0.0
43,96,7.077874006530455,220.67053960676589,23873.378210133666,6.181839616382845,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020964,4.764508264921448,24094.048749740432,1.0,0.018076228641340668,0.009158715573593917,0.0
44,98,7.205559174588729,120.32761534360888,24627.867560468934,6.202469332114029,289.7686965533282,418.4332899200773,13.643147085869316,63.73373237019648,3.710053125679874,24748.195175812543,1.0,0.02140489705009794,0.004862076383355397,0.0
45,100,4.270716194733736,166.83770854028538,24405.25053495276,7.391510138420656,297.2067391683036,349.5189103676489,13.478526445498858,54.47483954440166,3.763905902952325,24572.088243493046,0.0,0.024869926941783405,0.006789724455615552,0.0
46,103,7.080794504276835,169.04191749811758,36152.8208993245,8.330388898197661,329.03971017616493,590.7487871802913,17.695114357126045,103.15046264537835,3.995973787492761,36321.86281682261,1.0330459770114941,0.02531727444254343,0.004653999116292162,0.0
47,104,2.612035914817261,188.80412573040883,34798.25258680311,6.79643915408815,333.7757766108135,468.0802666084355,13.1707632092033,49.523769983067695,4.765205370159007,34987.056712533515,0.0,0.02166868670033744,0.005396399223510818,0.0
48,108,6.09815652147278,189.995845993418,27776.901051693392,6.4430978778694525,347.9304004157372,245.85963197125264,14.63688225637759,73.42463245501654,3.9773623643299727,27966.89689768681,0.0,0.018518352190516157,0.00679359768159323,0.0
49,112,7.725332908074757,252.26549119785653,36477.73811241909,8.38676100823379,426.5435897565111,339.41132665631415,17.485844248946023,60.48388466227112,3.7248367036447,36730.00360361694,2.0,0.019662142423473954,0.00686810417585513,0.0
50,115,7.080794504276835,190.42389854156607,28062.64189204036,9.615147026994794,357.2267094963161,263.7719135045372,13.44522519676093,67.05555840299215,5.6290156360573285,28253.065790581924,1.0330459770114941,0.026916091384631018,0.00673993753051904,0.0
51,119,7.812804388310308,196.58388603095685,42550.841815771775,7.334647639669251,333.7757766108135,442.5457745482448,14.666917242315606,66.39629294676803,6.204846358828904,42747.425701802735,2.0,0.02166868670033744,0.004598730397388099,0.0
52,120,6.877456932576713,136.87921387078754,27433.587294151766,7.091521514260433,307.3970883038859,342.1963466344736,18.403845830232967,81.19341217121226,3.827650071735445,27570.466508022553,1.0,0.02306957857894258,0.004964704307100168,0.0
53,122,7.080794504276835,230.80948246855667,27418.781044480063,7.136498391730543,369.3100077981302,274.66059655361465,9.578584600170416,72.37690878332559,4.197595209206819,27649.59052694862,1.0330459770114941,0.019323868965914294,0.008347663671913044,0.0
54,123,7.521051678672175,267.05964744893066,26865.37374090525,10.449450309656791,333.7757766108135,505.70937170147926,16.237745770905633,57.03778017043311,2.8807853472938367,27132.43338835418,2.0,0.02166868670033744,0.00984281960736814,0.0
55,124,8.550875469289338,231.2487868055436,28918.419953077177,7.822528490547928,369.264222748674,432.2852700271936,16.266296687636896,73.14946432483588,3.772886607458768,29149.66873988272,2.0,0.021184094739747084,0.007933153161696701,0.0
56,125,10.308477656813704,217.2197464316332,27653.235184410696,8.912266340684624,369.5312063532323,382.9515048389693,6.580401550826252,59.57603991058592,3.285077052469842,27870.45493084233,2.0,0.024117763117921416,0.007793907451195276,0.0
57,126,7.080794504276835,252.67046903410036,29368.67418405221,9.90614662722374,433.9522119479901,465.2166206201478,13.221033634237417,84.19860653327541,5.052736766116998,29621.34465308631,1.0330459770114941,0.022827735695776685,0.008530013471973628,0.0
58,127,7.371085073209565,207.71682442123483,24913.83716589005,9.616330436939966,362.3001800484017,363.16853841901815,11.542661782175117,67.72070437929213,4.4125895367028125,25121.553990311284,1.0,0.026542438290344996,0.00826847035094489,0.0
59,131,5.033773989751668,155.32147750080298,34971.80748262682,7.121477448104934,320.1154970205283,500.6373261700039,18.31249854193584,63.19330598951376,3.2449484773190638,35127.12896012762,0.0,0.022246586909793937,0.004421695767760853,0.0
60,133,7.977635990880497,245.89513040867456,32170.06916009624,9.63563608296433,399.5831549217664,473.6624527645498,11.728338195960704,23.81701990494781,3.552129499701653,32415.96429050491,2.0,0.024114219338672273,0.007585618250598965,0.0
61,134,6.078335836509272,197.50191189847263,35957.79218259479,8.130472208247298,379.5277062923906,360.06047735582746,20.09841289135693,41.86595951021348,4.20158090550856,36155.29409449326,0.0,0.021422604619430564,0.005462600064258022,0.0
62,135,6.242414484103846,191.90872954929208,28149.41179162288,7.130436799595529,319.3067850802741,448.2425267423017,19.370090874546293,60.93948098211983,4.5087050978944845,28341.320521172172,0.0,0.022330989848815867,0.006771340429893332,0.0
63,137,8.129585513966727,177.89896662548156,27834.21769634046,9.00600774687328,334.4385388035782,397.0214275538664,15.936261676600791,81.39075849624524,3.3625371351987914,28012.116662965942,2.0,0.026928737070207393,0.006350786293745845,0.0
64,139,8.167792632308252,200.91375467195093,27141.36290294348,7.262416638654269,344.16113431571995,525.5987875011582,16.142284003388227,66.23143553591859,4.289395484098247,27342.27665761543,2.0,0.0211017912934181,0.007348098957316014,0.0
65,142,6.825467900630395,187.05170966607412,21499.726212201633,6.137757462086741,352.7021822368813,373.4272354878943,12.606381646809666,58.7522013156628,3.027449578045163,46327.17855916839,1.0,0.017402096151317683,0.004037623603319555,0.0
66,143,7.861177700998561,204.274241099894,25145.02412478556,7.923315374812149,338.2138034436881,469.48696124616185,15.993410350862462,86.16729829337078,4.157656628375073,25349.298365885454,2.0,0.02342694195171116,0.008058378503060192,0.0
67,148,9.630665479903348,152.8624334841574,23641.70256530387,6.925706079789448,333.1483176590248,417.167072927369,16.67018391749724,89.99757421954396,4.920091157959163,23794.564998788028,2.0,0.020788656297497203,0.006424258372771297,0.0
68,151,5.771199049813688,155.05089305064115,24909.44400956197,6.531261269813094,297.0093193941144,313.7019343334326,11.704788996508114,85.68830345476736,4.688959065495114,25064.49490261261,0.0,0.021990087931367586,0.006186076902456095,0.0
69,158,8.46133087400179,212.58136638921465,34406.77644574729,8.679151555836665,384.85538150301073,477.343368601036,13.801712181380369,66.39629294676803,3.771944146409479,34619.3578121365,2.0,0.02255172136718986,0.006140534653513552,0.0
70,166,7.080794504276835,170.09923566929564,39906.19027101487,6.554996212799919,333.7757766108135,515.3867420113489,13.51607812989613,40.51417236263919,4.35323858897122,40076.28950668417,1.0330459770114941,0.02166868670033744,0.0042443858381270945,0.0
71,167,8.640886408909486,201.56872409536356,26473.71323896156,6.967094561617943,352.3065857102104,309.9832868165358,17.665083383155775,68.66492347632061,5.2631015720413785,26675.281963056925,2.0,0.01977565747122351,0.007556385881842068,0.0
72,170,8.293720110388866,206.1604148879135,35216.385970173644,6.440999765643898,347.06224073011657,399.4836212000171,16.065667944692393,79.95451096438448,3.954715282670768,35422.546385061556,2.0,0.01855862961786808,0.005820033731867887,0.0
73,172,7.080794504276835,237.677383112304,26009.07525933065,7.074531320872402,372.6002964294522,344.76792440431177,14.44223828109807,72.69624048876342,3.7066017915406855,26246.752642442952,1.0330459770114941,0.01898691761331626,0.00905549674123903,0.0
74,175,4.430281211546542,139.68575880006665,28862.257169818786,8.96137237710277,298.37945836409085,434.7812670644661,17.2992944626111,63.04250092306029,4.384565155637755,29001.942928618853,0.0,0.030033475246252054,0.0048164276129949125,0.0
75,176,7.240739638887768,201.186804455864,23783.09955637777,7.751285440069857,340.9836833605511,579.2203941324686,13.48637909893324,62.65023550372382,3.556297467154506,23984.286360833634,1.0,0.022732129397970254,0.008388275612841228,0.0
76,178,6.867301321799131,174.1849763847294,24112.15347052457,5.529942235981782,297.6555748707137,484.12293887759057,11.48268699578233,65.30441362142098,3.8235950398688825,24286.338446909296,1.0,0.01857832514173623,0.007172138224697061,0.0
77,179,6.129637014813746,200.2781822057384,30989.94841451828,8.830102319230392,348.8681540852299,341.38857671477444,9.300117278144342,79.55361207012686,4.615886181275908,31190.226596724016,0.0,0.02531071398384509,0.0064211839410798725,0.0
78,180,7.917049443177883,278.0563209975309,27192.28056064627,9.220128211470378,424.7879958935085,358.781736184615,15.054312871374693,56.83960202839163,3.659484624888592,27470.3368816438,2.0,0.021705246107588554,0.010122057188243397,0.0
79,181,6.511618075241813,181.87342172896436,29136.814623869737,7.685775096243834,345.75163845059745,475.3413506694927,12.321232157466568,52.43761714005619,4.850433707754168,29318.6880455987,1.0,0.02222917845998936,0.006203327426659318,0.0
80,182,5.32381558430839,232.36857996920332,37625.75267985834,8.879822933865775,380.57647200065134,580.8977003943793,12.293803052569617,55.31001940953922,2.8807218458729342,37858.121259827545,0.0,0.023332558247386864,0.006137879328798024,0.0
81,186,6.340027628047595,225.02814848907,21499.726212201633,5.809031561747345,363.0057551139804,435.5004570917772,11.385937266194787,80.67031136154645,3.6860013242472816,45447.534813972234,0.0,0.016002587617095734,0.004951382937724804,0.0
82,187,8.661592429959121,284.09835153725896,27088.476460253085,7.897856522244711,333.7757766108135,512.2773100578781,16.912141580117748,72.46576277365818,3.6704310100631887,27372.574811790342,2.0,0.02166868670033744,0.01037894145460873,0.0
83,189,6.6260121840753055,112.29948548284678,25839.894103711547,7.658746878098305,312.2470431487001,327.24807863386945,19.409146560147008,85.78510283830676,4.194313129305396,25952.193589194394,1.0,0.02452784358048373,0.00432716737618406,0.0
84,194,3.719791644371925,248.8592672843447,23590.93212865605,7.683742220804051,351.5554822099039,427.4959312452204,20.393781666520056,38.60493689531737,2.7183977338802885,23839.791395940396,0.0,0.021856413542293077,0.010438818991609715,0.0
85,197,5.590614435866259,229.192139486151,35370.73551522427,7.989640669861106,333.7757766108135,469.4130903674347,13.28155614650234,76.99271580441926,4.726845016869534,35599.92765471042,0.0,0.02166868670033744,0.006437994527537906,0.0
86,198,5.554436511156818,229.1228285838824,31344.460394369864,7.761431064306929,333.7757766108135,306.872525988099,13.974800466925783,87.27337543049836,2.0959140868029458,31573.583222953745,0.0,0.02166868670033744,0.007256788907783645,0.0
87,207,7.947485785725746,269.80940702116914,34440.77343351387,6.958283209737815,390.1042228776426,425.62781398964114,13.749261313977344,56.6358113166401,3.700853839705055,34710.58284053503,2.0,0.017836984639744483,0.007773116578968948,0.0
88,209,6.48819323961521,225.4819087637101,34864.42789348474,8.951692284573435,385.5056353657395,324.50984090751643,12.69654480364062,97.11286018614004,4.592073570820997,35089.90980224845,0.0,0.023220651609604123,0.006425833237251684,0.0
89,212,5.304142660215901,160.9683582363086,25299.51155745438,6.28604310963364,300.50068924411187,497.79039051282376,15.013030334164682,61.11551321606076,4.165723663998691,25460.47991569069,0.0,0.020918564001500613,0.006322282954057155,0.0
90,215,7.080794504276835,105.85926357195498,37928.14217716675,5.609440345508508,333.7757766108135,358.88876761151056,12.207108489369546,71.11989017420973,3.873853349593973,38034.001440738706,1.0330459770114941,0.02166868670033744,0.0027832796848646845,0.0
91,217,6.271012171064563,213.44468499464287,24846.141872428983,8.372997048507226,333.7757766108135,543.3917435559852,17.9165263662577,84.57886850787546,5.303581360575867,25059.586557423627,0.0,0.02166868670033744,0.008517486288944276,0.0
92,219,8.875642278454443,228.9215871862097,28487.7085978243,5.318731980337871,351.9607231772035,474.77251899981127,14.683970470839256,52.5788600217086,4.006991558563305,28716.630185010512,2.0,0.015111719799890353,0.007971742702108014,0.0
93,221,6.613709117641848,141.1289215214313,25648.569496257434,7.22297155669755,295.23689211539164,374.770315796252,14.038263256862194,74.29924980115898,3.539771111373992,25789.698417778865,1.0,0.024465002528289953,0.005472298247947601,0.0
94,225,5.095766464935885,273.40844807965914,26307.29845475983,10.219804099110648,380.2014982103235,513.8775792590823,18.272418324919784,61.425186950138446,4.352193469514868,26580.70690283949,0.0,0.026879967276345364,0.01028597354375073,0.0
95,226,8.594677108362674,263.7645926846328,23220.120613390383,6.394463065325563,383.9625917765638,588.8527328527769,13.579996003945723,86.19163513353918,4.754072499317674,23483.885206075018,2.0,0.01665386950640219,0.011231727214544662,0.0
96,230,6.419772473512519,208.76024762661592,30759.681440190925,7.767863486950716,333.7757766108135,523.6001755961903,20.23252347966354,66.39629294676803,3.095233156816077,30968.44168781754,0.0,0.02166868670033744,0.00674106400521044,0.0
97,231,4.443238899143103,178.9562057574612,25008.53224756482,4.948814508726159,298.57667599919296,429.5447730337787,17.729724041901363,56.34768853029351,3.268324835835596,25187.488453322283,0.0,0.016574684966325654,0.007104964276928804,0.0
98,234,3.664710561719395,201.0973162217649,28102.75662504674,5.682035301583484,330.02353056666266,291.14844892992795,17.47063098396353,75.10180148396566,3.3161576568421625,28303.853941268502,0.0,0.017217060612789072,0.007104944668241983,0.0
99,236,5.779673705175217,199.586080284079,24160.35432097404,9.458128323622883,333.7757766108135,428.5532485327095,16.022503226193976,64.87270339736011,4.656377232957477,24359.940401258118,0.0,0.02166868670033744,0.00819320888781152,0.0
100,238,7.436782609345538,208.09400400931236,28544.61628698039,6.500052537164006,339.0238981601926,522.7937299996901,17.115276027720824,65.3112772256807,3.727663719207471,28752.7102909897,1.0,0.01917284409951601,0.007237370036804827,0.0
101,243,9.406325752898285,216.76215866041707,27948.58944543105,6.156110794077742,355.47303468825606,347.9830782769112,16.340715053314568,32.108292482849905,3.097277957477165,28165.35160409147,2.0,0.01731808047351818,0.007696057256106411,0.0
102,248,6.581878201548969,272.9827446610101,37169.44440353849,8.11473101538499,416.0834805385996,351.47683939412354,15.1293344878207,79.2610264962444,4.201662864465836,37442.427148199495,1.0,0.019502650789823144,0.007290733143650644,0.0
103,252,7.080794504276835,169.9748489570146,23403.63730437139,8.519729851090208,333.7757766108135,475.5735624274493,12.924106818027212,50.86191298403442,2.7473129992921272,23573.612153328406,1.0330459770114941,0.02166868670033744,0.007210386247951892,1.0
104,253,6.800119090315878,242.0080815075149,39143.40332881009,9.50169458771527,187.1707143624393,376.45659307467866,11.43246634722874,73.7772750262626,3.854939899721073,39385.4114103176,1.0,0.05076485449356969,0.006144612250582486,1.0
105,256,8.322986672402298,207.25246223156424,28049.646283166327,8.827061283189618,297.81308453289193,358.725868777638,18.70927336873052,60.91142039439827,4.052135727552661,28256.89874539789,2.0,0.02963960096192048,0.007334579212871794,1.0
106,257,5.934279093094346,223.8581252130612,23249.653834296078,4.602849947565755,333.7757766108135,277.3845373236033,11.366863419384686,66.62394365100316,5.217895023653352,23473.51195950914,0.0,0.02166868670033744,0.0095366268798568,1.0
107,258,9.80272078232571,98.7716435320576,27357.456744580348,9.218150392671168,323.1990765186457,512.4287308410497,14.168933512645708,59.45443977025941,2.764633881427262,27456.228388112406,2.0,0.028521585540246766,0.0035974221258608147,1.0
108,260,4.997770601283687,280.08241070652804,26849.194735446832,6.130756541740465,374.2329605843208,297.611540021754,15.571570956087156,70.5602746097244,3.4046329060198497,27129.27714615336,0.0,0.016382192440628655,0.010323990908213372,1.0
109,262,6.548020558130832,278.5851051769885,25508.38694882565,6.749377795488941,366.8715020205729,497.3217528000844,16.563166510560848,79.32367839549264,3.6118603716661046,25786.97205400264,1.0,0.01839711608654547,0.01080332752854996,1.0
110,265,7.788054732605206,212.69145728305188,29879.06014610585,6.998961533138952,360.6682590490468,359.5690815109252,14.828743036705646,83.85633634225002,3.3687572170739832,30091.7516033889,2.0,0.019405537258913044,0.0070680982621303375,1.0
111,270,7.29188832527326,127.54429714087505,27784.04848396934,9.754475933171076,247.33541192889663,439.6493286195821,17.28504169383274,59.55632952162504,5.328712788466374,27911.592781110216,1.0,0.03943824890546922,0.004569581467292603,1.0
112,273,7.207886781343905,175.87029407292718,35804.29261340407,8.066059052365775,320.102172631951,468.56282875663646,16.164091274037276,71.1466606777528,3.762741072399466,35980.162907476995,1.0,0.025198388171067287,0.004887979370085064,1.0
113,275,5.324941855611651,280.08965491445105,35344.658047005905,13.043806107761023,180.20674636482343,392.4214958041848,10.50481954758385,55.084667854857926,4.427137925692965,35624.74770192036,0.0,0.07238244764449459,0.007862221430433611,1.0
114,276,7.082300649174803,169.4689272555765,29846.719056712125,5.443386888459755,350.40184898110226,353.030380268577,18.959534377575096,30.389096114304888,3.485577388223123,30016.187983967702,1.0,0.015534697516411653,0.005645917705793765,1.0
115,277,5.334183579602803,224.78793617826972,28897.491527401453,6.048524614023226,333.7757766108135,360.1791772943006,12.24734355826115,67.15475112774594,5.091357101284415,29122.27946357972,0.0,0.02166868670033744,0.007718761726127983,1.0
116,278,10.761897799889317,81.7108952702466,25999.953669432594,8.477393872457034,318.42724084571626,392.70408181841583,12.716350142148713,52.24697244385633,4.661798516052168,26081.66456470284,2.0,0.026622702202596615,0.003132886516357538,1.0
117,283,10.356118827208377,136.3237517489284,21499.726212201633,9.158703902851247,327.92275104512413,365.7202915004255,17.97556383516246,77.35985434424164,4.201849441297085,48757.887703284956,2.0,0.027929454709583138,0.002795932271524235,1.0
118,284,7.958984291884183,171.48362468653875,23625.813886131746,9.537735147164778,259.9799661706749,327.62388101792124,16.117110461678863,107.75404263860524,4.698007916123446,23797.297510818284,2.0,0.03668642211469135,0.007206012554010468,1.0
119,287,10.003300539211928,143.09428542421367,21499.726212201633,12.912186637308174,333.7757766108135,574.555041307426,16.9633097764721,36.76767070116618,4.746381859076648,46257.05177074146,2.0,0.02166868670033744,0.0030934588330981602,1.0
120,288,6.552847474374976,198.8069396513827,34006.42073313584,8.691206175159937,274.90435120291863,477.1639067796365,14.369630090209853,78.17306258634733,4.687986155246704,34205.22767278722,1.0,0.03161538120795613,0.005812179982986239,1.0
121,289,7.628552723143854,156.79369424379345,26244.036907954305,8.337610433523373,255.04319358074315,495.9669861271219,13.633974380958476,65.60484124722676,4.182057147919716,26400.830602198097,2.0,0.032690972809568716,0.0059389682297097636,1.0
122,296,7.129424730462989,178.37235229089595,25840.578887671327,7.487823264368269,312.9827267084476,323.2989151905895,16.40615621501786,69.15760946262223,3.418610802866979,26018.95123996222,1.0,0.02392407754854349,0.0068554781696343325,1.0
123,298,5.418503763025523,187.7768087099991,35902.715683707924,4.357087861232644,333.7757766108135,454.5202956154764,6.374070260129599,103.37300526956228,4.506539591260472,36090.49249241792,0.0,0.02166868670033744,0.0052029439248416675,1.0
124,299,8.075494507899103,195.8049958466869,29483.601853899763,10.493840916586826,298.737219288431,321.74833893874336,9.751086325279005,72.73442314285379,3.682919645453329,29679.40684974645,2.0,0.035127328929113875,0.006597335208617429,1.0
